File Name,Entity1,Entity2
24.txt,ambassad,stoykov
24.txt,ambassad,al systems
24.txt,ambassad,stoy
24.txt,ambassad,bongoy
24.txt,ambassad,ali todaro
24.txt,ambassad,general
24.txt,ambassad,negroponte pr
24.txt,ambassad,cheney senators
24.txt,ambassad,boss
24.txt,mzumara,dickson
24.txt,mzumara,excellency
24.txt,mzumara,john negropont
24.txt,mzumara,america
24.txt,mzumara,john kerry
24.txt,mzumara,se
24.txt,mzumara,dodd
24.txt,mzumara,senate
24.txt,mzumara,perpetrat ed
24.txt,mzumara,secretary eca
24.txt,mzumara,negroponte
24.txt,mzumara,john negroponte
24.txt,mzumara,america s
24.txt,mzumara,john   kerry
24.txt,mzumara,mem ber
24.txt,mzumara,bush
24.txt,mzumara,cheney
24.txt,mzumara,negro
24.txt,mzumara,investigators
24.txt,mzumara,members
24.txt,mzumara,mzumara oic
24.txt,mzumara,m
24.txt,mzumara,to
24.txt,mzumara,dickson mzumara
24.txt,mzumara,oluwatete   olokodana
24.txt,mzumara,vintzis
24.txt,mzumara,olokodana
24.txt,mzumara,stoykov
24.txt,mzumara,al systems
24.txt,mzumara,stoy
24.txt,mzumara,bongoy
24.txt,mzumara,ali todaro
24.txt,mzumara,general
24.txt,mzumara,negroponte pr
24.txt,mzumara,cheney senators
24.txt,mzumara,boss
24.txt,dickson,excellency
24.txt,dickson,john negropont
24.txt,dickson,america
24.txt,dickson,john kerry
24.txt,dickson,se
24.txt,dickson,dodd
24.txt,dickson,senate
24.txt,dickson,perpetrat ed
24.txt,dickson,secretary eca
24.txt,dickson,negroponte
24.txt,dickson,john negroponte
24.txt,dickson,america s
24.txt,dickson,john   kerry
24.txt,dickson,mem ber
24.txt,dickson,bush
24.txt,dickson,cheney
24.txt,dickson,negro
24.txt,dickson,investigators
24.txt,dickson,members
24.txt,dickson,mzumara oic
24.txt,dickson,m
24.txt,dickson,to
24.txt,dickson,dickson mzumara
24.txt,dickson,oluwatete   olokodana
24.txt,dickson,vintzis
24.txt,dickson,olokodana
24.txt,dickson,stoykov
24.txt,dickson,al systems
24.txt,dickson,stoy
24.txt,dickson,bongoy
24.txt,dickson,ali todaro
24.txt,dickson,general
24.txt,dickson,negroponte pr
24.txt,dickson,cheney senators
24.txt,dickson,boss
24.txt,excellency,john negropont
24.txt,excellency,america
24.txt,excellency,john kerry
24.txt,excellency,se
24.txt,excellency,dodd
24.txt,excellency,senate
24.txt,excellency,perpetrat ed
24.txt,excellency,secretary eca
24.txt,excellency,negroponte
24.txt,excellency,john negroponte
24.txt,excellency,america s
24.txt,excellency,john   kerry
24.txt,excellency,mem ber
24.txt,excellency,bush
24.txt,excellency,cheney
24.txt,excellency,negro
24.txt,excellency,investigators
24.txt,excellency,members
24.txt,excellency,mzumara oic
24.txt,excellency,m
24.txt,excellency,to
24.txt,excellency,dickson mzumara
24.txt,excellency,oluwatete   olokodana
24.txt,excellency,vintzis
24.txt,excellency,olokodana
24.txt,excellency,stoykov
24.txt,excellency,al systems
24.txt,excellency,stoy
24.txt,excellency,bongoy
24.txt,excellency,ali todaro
24.txt,excellency,general
24.txt,excellency,negroponte pr
24.txt,excellency,cheney senators
24.txt,excellency,boss
24.txt,john negropont,america
24.txt,john negropont,john kerry
24.txt,john negropont,se
24.txt,john negropont,dodd
24.txt,john negropont,senate
24.txt,john negropont,perpetrat ed
24.txt,john negropont,secretary eca
24.txt,john negropont,negroponte
24.txt,john negropont,john negroponte
24.txt,john negropont,america s
24.txt,john negropont,john   kerry
24.txt,john negropont,mem ber
24.txt,john negropont,bush
24.txt,john negropont,cheney
24.txt,john negropont,negro
24.txt,john negropont,investigators
24.txt,john negropont,members
24.txt,john negropont,mzumara oic
24.txt,john negropont,m
24.txt,john negropont,to
24.txt,john negropont,dickson mzumara
24.txt,john negropont,oluwatete   olokodana
24.txt,john negropont,vintzis
24.txt,john negropont,olokodana
24.txt,john negropont,stoykov
24.txt,john negropont,al systems
24.txt,john negropont,stoy
24.txt,john negropont,bongoy
24.txt,john negropont,ali todaro
24.txt,john negropont,general
24.txt,john negropont,negroponte pr
24.txt,john negropont,cheney senators
24.txt,john negropont,boss
24.txt,america,john kerry
24.txt,america,se
24.txt,america,dodd
24.txt,america,senate
24.txt,america,perpetrat ed
24.txt,america,secretary eca
24.txt,america,negroponte
24.txt,america,john negroponte
24.txt,america,america s
24.txt,america,john   kerry
24.txt,america,mem ber
24.txt,america,bush
24.txt,america,cheney
24.txt,america,negro
24.txt,america,investigators
24.txt,america,members
24.txt,america,mzumara oic
24.txt,america,m
24.txt,america,to
24.txt,america,dickson mzumara
24.txt,america,oluwatete   olokodana
24.txt,america,vintzis
24.txt,america,olokodana
24.txt,america,stoykov
24.txt,america,al systems
24.txt,america,stoy
24.txt,america,bongoy
24.txt,america,ali todaro
24.txt,america,general
24.txt,america,negroponte pr
24.txt,america,cheney senators
24.txt,america,boss
24.txt,john kerry,se
24.txt,john kerry,dodd
24.txt,john kerry,senate
24.txt,john kerry,perpetrat ed
24.txt,john kerry,secretary eca
24.txt,john kerry,negroponte
24.txt,john kerry,john negroponte
24.txt,john kerry,america s
24.txt,john kerry,john   kerry
24.txt,john kerry,mem ber
24.txt,john kerry,bush
24.txt,john kerry,cheney
24.txt,john kerry,negro
24.txt,john kerry,investigators
24.txt,john kerry,members
24.txt,john kerry,mzumara oic
24.txt,john kerry,m
24.txt,john kerry,to
24.txt,john kerry,dickson mzumara
24.txt,john kerry,oluwatete   olokodana
24.txt,john kerry,vintzis
24.txt,john kerry,olokodana
24.txt,john kerry,stoykov
24.txt,john kerry,al systems
24.txt,john kerry,stoy
24.txt,john kerry,bongoy
24.txt,john kerry,ali todaro
24.txt,john kerry,general
24.txt,john kerry,negroponte pr
24.txt,john kerry,cheney senators
24.txt,john kerry,boss
24.txt,se,dodd
24.txt,se,senate
24.txt,se,perpetrat ed
24.txt,se,secretary eca
24.txt,se,negroponte
24.txt,se,john negroponte
24.txt,se,america s
24.txt,se,john   kerry
24.txt,se,mem ber
24.txt,se,bush
24.txt,se,cheney
24.txt,se,negro
24.txt,se,investigators
24.txt,se,members
24.txt,se,mzumara oic
24.txt,se,m
24.txt,se,to
24.txt,se,dickson mzumara
24.txt,se,oluwatete   olokodana
24.txt,se,vintzis
24.txt,se,olokodana
24.txt,se,stoykov
24.txt,se,al systems
24.txt,se,stoy
24.txt,se,bongoy
24.txt,se,ali todaro
24.txt,se,general
24.txt,se,negroponte pr
24.txt,se,cheney senators
24.txt,se,boss
24.txt,dodd,senate
24.txt,dodd,perpetrat ed
24.txt,dodd,secretary eca
24.txt,dodd,negroponte
24.txt,dodd,john negroponte
24.txt,dodd,america s
24.txt,dodd,john   kerry
24.txt,dodd,mem ber
24.txt,dodd,bush
24.txt,dodd,cheney
24.txt,dodd,negro
24.txt,dodd,investigators
24.txt,dodd,members
24.txt,dodd,mzumara oic
24.txt,dodd,m
24.txt,dodd,to
24.txt,dodd,dickson mzumara
24.txt,dodd,oluwatete   olokodana
24.txt,dodd,vintzis
24.txt,dodd,olokodana
24.txt,dodd,stoykov
24.txt,dodd,al systems
24.txt,dodd,stoy
24.txt,dodd,bongoy
24.txt,dodd,ali todaro
24.txt,dodd,general
24.txt,dodd,negroponte pr
24.txt,dodd,cheney senators
24.txt,dodd,boss
24.txt,senate,perpetrat ed
24.txt,senate,secretary eca
24.txt,senate,negroponte
24.txt,senate,john negroponte
24.txt,senate,america s
24.txt,senate,john   kerry
24.txt,senate,mem ber
24.txt,senate,bush
24.txt,senate,cheney
24.txt,senate,negro
24.txt,senate,investigators
24.txt,senate,members
24.txt,senate,mzumara oic
24.txt,senate,m
24.txt,senate,to
24.txt,senate,dickson mzumara
24.txt,senate,oluwatete   olokodana
24.txt,senate,vintzis
24.txt,senate,olokodana
24.txt,senate,stoykov
24.txt,senate,al systems
24.txt,senate,stoy
24.txt,senate,bongoy
24.txt,senate,ali todaro
24.txt,senate,general
24.txt,senate,negroponte pr
24.txt,senate,cheney senators
24.txt,senate,boss
24.txt,perpetrat ed,secretary eca
24.txt,perpetrat ed,negroponte
24.txt,perpetrat ed,john negroponte
24.txt,perpetrat ed,america s
24.txt,perpetrat ed,john   kerry
24.txt,perpetrat ed,mem ber
24.txt,perpetrat ed,bush
24.txt,perpetrat ed,cheney
24.txt,perpetrat ed,negro
24.txt,perpetrat ed,investigators
24.txt,perpetrat ed,members
24.txt,perpetrat ed,mzumara oic
24.txt,perpetrat ed,m
24.txt,perpetrat ed,to
24.txt,perpetrat ed,dickson mzumara
24.txt,perpetrat ed,oluwatete   olokodana
24.txt,perpetrat ed,vintzis
24.txt,perpetrat ed,olokodana
24.txt,perpetrat ed,stoykov
24.txt,perpetrat ed,al systems
24.txt,perpetrat ed,stoy
24.txt,perpetrat ed,bongoy
24.txt,perpetrat ed,ali todaro
24.txt,perpetrat ed,general
24.txt,perpetrat ed,negroponte pr
24.txt,perpetrat ed,cheney senators
24.txt,perpetrat ed,boss
24.txt,secretary eca,negroponte
24.txt,secretary eca,john negroponte
24.txt,secretary eca,america s
24.txt,secretary eca,john   kerry
24.txt,secretary eca,mem ber
24.txt,secretary eca,bush
24.txt,secretary eca,cheney
24.txt,secretary eca,negro
24.txt,secretary eca,investigators
24.txt,secretary eca,members
24.txt,secretary eca,mzumara oic
24.txt,secretary eca,m
24.txt,secretary eca,to
24.txt,secretary eca,dickson mzumara
24.txt,secretary eca,oluwatete   olokodana
24.txt,secretary eca,vintzis
24.txt,secretary eca,olokodana
24.txt,secretary eca,stoykov
24.txt,secretary eca,al systems
24.txt,secretary eca,stoy
24.txt,secretary eca,bongoy
24.txt,secretary eca,ali todaro
24.txt,secretary eca,general
24.txt,secretary eca,negroponte pr
24.txt,secretary eca,cheney senators
24.txt,secretary eca,boss
24.txt,negroponte,john negroponte
24.txt,negroponte,america s
24.txt,negroponte,john   kerry
24.txt,negroponte,mem ber
24.txt,negroponte,bush
24.txt,negroponte,cheney
24.txt,negroponte,negro
24.txt,negroponte,investigators
24.txt,negroponte,members
24.txt,negroponte,mzumara oic
24.txt,negroponte,m
24.txt,negroponte,to
24.txt,negroponte,dickson mzumara
24.txt,negroponte,oluwatete   olokodana
24.txt,negroponte,vintzis
24.txt,negroponte,olokodana
24.txt,negroponte,stoykov
24.txt,negroponte,al systems
24.txt,negroponte,stoy
24.txt,negroponte,bongoy
24.txt,negroponte,ali todaro
24.txt,negroponte,general
24.txt,negroponte,negroponte pr
24.txt,negroponte,cheney senators
24.txt,negroponte,boss
24.txt,john negroponte,america s
24.txt,john negroponte,john   kerry
24.txt,john negroponte,mem ber
24.txt,john negroponte,bush
24.txt,john negroponte,cheney
24.txt,john negroponte,negro
24.txt,john negroponte,investigators
24.txt,john negroponte,members
24.txt,john negroponte,mzumara oic
24.txt,john negroponte,m
24.txt,john negroponte,to
24.txt,john negroponte,dickson mzumara
24.txt,john negroponte,oluwatete   olokodana
24.txt,john negroponte,vintzis
24.txt,john negroponte,olokodana
24.txt,john negroponte,stoykov
24.txt,john negroponte,al systems
24.txt,john negroponte,stoy
24.txt,john negroponte,bongoy
24.txt,john negroponte,ali todaro
24.txt,john negroponte,general
24.txt,john negroponte,negroponte pr
24.txt,john negroponte,cheney senators
24.txt,john negroponte,boss
24.txt,america s,john   kerry
24.txt,america s,mem ber
24.txt,america s,bush
24.txt,america s,cheney
24.txt,america s,negro
24.txt,america s,investigators
24.txt,america s,members
24.txt,america s,mzumara oic
24.txt,america s,m
24.txt,america s,to
24.txt,america s,dickson mzumara
24.txt,america s,oluwatete   olokodana
24.txt,america s,vintzis
24.txt,america s,olokodana
24.txt,america s,stoykov
24.txt,america s,al systems
24.txt,america s,stoy
24.txt,america s,bongoy
24.txt,america s,ali todaro
24.txt,america s,general
24.txt,america s,negroponte pr
24.txt,america s,cheney senators
24.txt,america s,boss
24.txt,john   kerry,mem ber
24.txt,john   kerry,bush
24.txt,john   kerry,cheney
24.txt,john   kerry,negro
24.txt,john   kerry,investigators
24.txt,john   kerry,members
24.txt,john   kerry,mzumara oic
24.txt,john   kerry,m
24.txt,john   kerry,to
24.txt,john   kerry,dickson mzumara
24.txt,john   kerry,oluwatete   olokodana
24.txt,john   kerry,vintzis
24.txt,john   kerry,olokodana
24.txt,john   kerry,stoykov
24.txt,john   kerry,al systems
24.txt,john   kerry,stoy
24.txt,john   kerry,bongoy
24.txt,john   kerry,ali todaro
24.txt,john   kerry,general
24.txt,john   kerry,negroponte pr
24.txt,john   kerry,cheney senators
24.txt,john   kerry,boss
24.txt,mem ber,bush
24.txt,mem ber,cheney
24.txt,mem ber,negro
24.txt,mem ber,investigators
24.txt,mem ber,members
24.txt,mem ber,mzumara oic
24.txt,mem ber,m
24.txt,mem ber,to
24.txt,mem ber,dickson mzumara
24.txt,mem ber,oluwatete   olokodana
24.txt,mem ber,vintzis
24.txt,mem ber,olokodana
24.txt,mem ber,stoykov
24.txt,mem ber,al systems
24.txt,mem ber,stoy
24.txt,mem ber,bongoy
24.txt,mem ber,ali todaro
24.txt,mem ber,general
24.txt,mem ber,negroponte pr
24.txt,mem ber,cheney senators
24.txt,mem ber,boss
24.txt,bush,cheney
24.txt,bush,negro
24.txt,bush,investigators
24.txt,bush,members
24.txt,bush,mzumara oic
24.txt,bush,m
24.txt,bush,to
24.txt,bush,dickson mzumara
24.txt,bush,oluwatete   olokodana
24.txt,bush,vintzis
24.txt,bush,olokodana
24.txt,bush,stoykov
24.txt,bush,al systems
24.txt,bush,stoy
24.txt,bush,bongoy
24.txt,bush,ali todaro
24.txt,bush,general
24.txt,bush,negroponte pr
24.txt,bush,cheney senators
24.txt,bush,boss
24.txt,cheney,negro
24.txt,cheney,investigators
24.txt,cheney,members
24.txt,cheney,mzumara oic
24.txt,cheney,m
24.txt,cheney,to
24.txt,cheney,dickson mzumara
24.txt,cheney,oluwatete   olokodana
24.txt,cheney,vintzis
24.txt,cheney,olokodana
24.txt,cheney,stoykov
24.txt,cheney,al systems
24.txt,cheney,stoy
24.txt,cheney,bongoy
24.txt,cheney,ali todaro
24.txt,cheney,general
24.txt,cheney,negroponte pr
24.txt,cheney,cheney senators
24.txt,cheney,boss
24.txt,negro,investigators
24.txt,negro,members
24.txt,negro,mzumara oic
24.txt,negro,m
24.txt,negro,to
24.txt,negro,dickson mzumara
24.txt,negro,oluwatete   olokodana
24.txt,negro,vintzis
24.txt,negro,olokodana
24.txt,negro,stoykov
24.txt,negro,al systems
24.txt,negro,stoy
24.txt,negro,bongoy
24.txt,negro,ali todaro
24.txt,negro,general
24.txt,negro,negroponte pr
24.txt,negro,cheney senators
24.txt,negro,boss
24.txt,investigators,members
24.txt,investigators,mzumara oic
24.txt,investigators,m
24.txt,investigators,to
24.txt,investigators,dickson mzumara
24.txt,investigators,oluwatete   olokodana
24.txt,investigators,vintzis
24.txt,investigators,olokodana
24.txt,investigators,stoykov
24.txt,investigators,al systems
24.txt,investigators,stoy
24.txt,investigators,bongoy
24.txt,investigators,ali todaro
24.txt,investigators,general
24.txt,investigators,negroponte pr
24.txt,investigators,cheney senators
24.txt,investigators,boss
24.txt,members,mzumara oic
24.txt,members,m
24.txt,members,to
24.txt,members,dickson mzumara
24.txt,members,oluwatete   olokodana
24.txt,members,vintzis
24.txt,members,olokodana
24.txt,members,stoykov
24.txt,members,al systems
24.txt,members,stoy
24.txt,members,bongoy
24.txt,members,ali todaro
24.txt,members,general
24.txt,members,negroponte pr
24.txt,members,cheney senators
24.txt,members,boss
24.txt,mzumara oic,m
24.txt,mzumara oic,to
24.txt,mzumara oic,dickson mzumara
24.txt,mzumara oic,oluwatete   olokodana
24.txt,mzumara oic,vintzis
24.txt,mzumara oic,olokodana
24.txt,mzumara oic,stoykov
24.txt,mzumara oic,al systems
24.txt,mzumara oic,stoy
24.txt,mzumara oic,bongoy
24.txt,mzumara oic,ali todaro
24.txt,mzumara oic,general
24.txt,mzumara oic,negroponte pr
24.txt,mzumara oic,cheney senators
24.txt,mzumara oic,boss
24.txt,m,to
24.txt,m,dickson mzumara
24.txt,m,oluwatete   olokodana
24.txt,m,vintzis
24.txt,m,olokodana
24.txt,m,stoykov
24.txt,m,al systems
24.txt,m,stoy
24.txt,m,bongoy
24.txt,m,ali todaro
24.txt,m,general
24.txt,m,negroponte pr
24.txt,m,cheney senators
24.txt,m,boss
24.txt,to,dickson mzumara
24.txt,to,oluwatete   olokodana
24.txt,to,vintzis
24.txt,to,olokodana
24.txt,to,stoykov
24.txt,to,al systems
24.txt,to,stoy
24.txt,to,bongoy
24.txt,to,ali todaro
24.txt,to,general
24.txt,to,negroponte pr
24.txt,to,cheney senators
24.txt,to,boss
24.txt,dickson mzumara,oluwatete   olokodana
24.txt,dickson mzumara,vintzis
24.txt,dickson mzumara,olokodana
24.txt,dickson mzumara,stoykov
24.txt,dickson mzumara,al systems
24.txt,dickson mzumara,stoy
24.txt,dickson mzumara,bongoy
24.txt,dickson mzumara,ali todaro
24.txt,dickson mzumara,general
24.txt,dickson mzumara,negroponte pr
24.txt,dickson mzumara,cheney senators
24.txt,dickson mzumara,boss
24.txt,oluwatete   olokodana,vintzis
24.txt,oluwatete   olokodana,olokodana
24.txt,oluwatete   olokodana,stoykov
24.txt,oluwatete   olokodana,al systems
24.txt,oluwatete   olokodana,stoy
24.txt,oluwatete   olokodana,bongoy
24.txt,oluwatete   olokodana,ali todaro
24.txt,oluwatete   olokodana,general
24.txt,oluwatete   olokodana,negroponte pr
24.txt,oluwatete   olokodana,cheney senators
24.txt,oluwatete   olokodana,boss
24.txt,vintzis,olokodana
24.txt,vintzis,stoykov
24.txt,vintzis,al systems
24.txt,vintzis,stoy
24.txt,vintzis,bongoy
24.txt,vintzis,ali todaro
24.txt,vintzis,general
24.txt,vintzis,negroponte pr
24.txt,vintzis,cheney senators
24.txt,vintzis,boss
24.txt,olokodana,stoykov
24.txt,olokodana,al systems
24.txt,olokodana,stoy
24.txt,olokodana,bongoy
24.txt,olokodana,ali todaro
24.txt,olokodana,general
24.txt,olokodana,negroponte pr
24.txt,olokodana,cheney senators
24.txt,olokodana,boss
24.txt,stoykov,al systems
24.txt,stoykov,stoy
24.txt,stoykov,bongoy
24.txt,stoykov,ali todaro
24.txt,stoykov,general
24.txt,stoykov,negroponte pr
24.txt,stoykov,cheney senators
24.txt,stoykov,boss
24.txt,al systems,stoy
24.txt,al systems,bongoy
24.txt,al systems,ali todaro
24.txt,al systems,general
24.txt,al systems,negroponte pr
24.txt,al systems,cheney senators
24.txt,al systems,boss
24.txt,stoy,bongoy
24.txt,stoy,ali todaro
24.txt,stoy,general
24.txt,stoy,negroponte pr
24.txt,stoy,cheney senators
24.txt,stoy,boss
24.txt,bongoy,ali todaro
24.txt,bongoy,general
24.txt,bongoy,negroponte pr
24.txt,bongoy,cheney senators
24.txt,bongoy,boss
24.txt,ali todaro,general
24.txt,ali todaro,negroponte pr
24.txt,ali todaro,cheney senators
24.txt,ali todaro,boss
24.txt,general,negroponte pr
24.txt,general,cheney senators
24.txt,general,boss
24.txt,negroponte pr,cheney senators
24.txt,negroponte pr,boss
24.txt,cheney senators,boss
26.txt,weaknesses,officia
26.txt,weaknesses,undp
26.txt,weaknesses,chao s
26.txt,weaknesses,us205300
26.txt,weaknesses,participant
26.txt,weaknesses,however
26.txt,weaknesses,liaison
26.txt,weaknesses,offici al 4
26.txt,officia,undp
26.txt,officia,chao s
26.txt,officia,us205300
26.txt,officia,participant
26.txt,officia,however
26.txt,officia,liaison
26.txt,officia,offici al 4
26.txt,undp,chao s
26.txt,undp,us205300
26.txt,undp,participant
26.txt,undp,however
26.txt,undp,liaison
26.txt,undp,offici al 4
26.txt,chao s,us205300
26.txt,chao s,participant
26.txt,chao s,however
26.txt,chao s,liaison
26.txt,chao s,offici al 4
26.txt,us205300,participant
26.txt,us205300,however
26.txt,us205300,liaison
26.txt,us205300,offici al 4
26.txt,participant,however
26.txt,participant,liaison
26.txt,participant,offici al 4
26.txt,however,liaison
26.txt,however,offici al 4
26.txt,liaison,offici al 4
27.txt,klaus toepfer,barbara dixon
27.txt,klaus toepfer,together
27.txt,klaus toepfer,members
27.txt,klaus toepfer,well
27.txt,klaus toepfer,member
27.txt,klaus toepfer,money
27.txt,klaus toepfer,francis montil
27.txt,barbara dixon,together
27.txt,barbara dixon,members
27.txt,barbara dixon,well
27.txt,barbara dixon,member
27.txt,barbara dixon,money
27.txt,barbara dixon,francis montil
27.txt,together,members
27.txt,together,well
27.txt,together,member
27.txt,together,money
27.txt,together,francis montil
27.txt,members,well
27.txt,members,member
27.txt,members,money
27.txt,members,francis montil
27.txt,well,member
27.txt,well,money
27.txt,well,francis montil
27.txt,member,money
27.txt,member,francis montil
27.txt,money,francis montil
31.txt,i introduction,pri
