File Name,Entity1,Entity2
8.txt,articles 151,mu lti  national
8.txt,vendor 2,vendor 1
8.txt,vendor 2,mu lti  national
8.txt,vendor 1,mu lti  national
82.txt,walter cabrera,ma
82.txt,walter cabrera,alexander yakovlev
82.txt,walter cabrera,cabrera
82.txt,walter cabrera,sta
82.txt,walter cabrera,government
82.txt,walter cabrera,cabreras
82.txt,walter cabrera,sanjaya   bahel
82.txt,walter cabrera,bahel
82.txt,walter cabrera,time
82.txt,walter cabrera,bahels
82.txt,walter cabrera,complete
82.txt,walter cabrera,ba
82.txt,walter cabrera,jane redfern
82.txt,walter cabrera,walter cab
82.txt,walter cabrera,nishan kohli
82.txt,walter cabrera,kohli
82.txt,walter cabrera,ma terially
82.txt,walter cabrera,kohlis
82.txt,walter cabrera,further
82.txt,walter cabrera,cabrer
82.txt,walter cabrera,hence
82.txt,walter cabrera,fu
82.txt,walter cabrera,therefore
82.txt,walter cabrera,again
82.txt,walter cabrera,toshiba
82.txt,walter cabrera,model
82.txt,walter cabrera,la cresta
82.txt,walter cabrera,nevertheless
82.txt,walter cabrera,however   la cresta
82.txt,walter cabrera,la
82.txt,walter cabrera,email
82.txt,walter cabrera,lacresta
82.txt,walter cabrera,danoffice
82.txt,walter cabrera,ca
82.txt,ma,alexander yakovlev
82.txt,ma,cabrera
82.txt,ma,sta
82.txt,ma,government
82.txt,ma,cabreras
82.txt,ma,sanjaya   bahel
82.txt,ma,bahel
82.txt,ma,time
82.txt,ma,bahels
82.txt,ma,complete
82.txt,ma,ba
82.txt,ma,jane redfern
82.txt,ma,walter cab
82.txt,ma,nishan kohli
82.txt,ma,kohli
82.txt,ma,ma terially
82.txt,ma,kohlis
82.txt,ma,further
82.txt,ma,cabrer
82.txt,ma,hence
82.txt,ma,fu
82.txt,ma,therefore
82.txt,ma,again
82.txt,ma,toshiba
82.txt,ma,model
82.txt,ma,la cresta
82.txt,ma,nevertheless
82.txt,ma,however   la cresta
82.txt,ma,la
82.txt,ma,email
82.txt,ma,lacresta
82.txt,ma,danoffice
82.txt,ma,ca
82.txt,alexander yakovlev,cabrera
82.txt,alexander yakovlev,sta
82.txt,alexander yakovlev,government
82.txt,alexander yakovlev,cabreras
82.txt,alexander yakovlev,sanjaya   bahel
82.txt,alexander yakovlev,bahel
82.txt,alexander yakovlev,time
82.txt,alexander yakovlev,bahels
82.txt,alexander yakovlev,complete
82.txt,alexander yakovlev,ba
82.txt,alexander yakovlev,jane redfern
82.txt,alexander yakovlev,walter cab
82.txt,alexander yakovlev,nishan kohli
82.txt,alexander yakovlev,kohli
82.txt,alexander yakovlev,ma terially
82.txt,alexander yakovlev,kohlis
82.txt,alexander yakovlev,further
82.txt,alexander yakovlev,cabrer
82.txt,alexander yakovlev,hence
82.txt,alexander yakovlev,fu
82.txt,alexander yakovlev,therefore
82.txt,alexander yakovlev,again
82.txt,alexander yakovlev,toshiba
82.txt,alexander yakovlev,model
82.txt,alexander yakovlev,la cresta
82.txt,alexander yakovlev,nevertheless
82.txt,alexander yakovlev,however   la cresta
82.txt,alexander yakovlev,la
82.txt,alexander yakovlev,email
82.txt,alexander yakovlev,lacresta
82.txt,alexander yakovlev,danoffice
82.txt,alexander yakovlev,ca
82.txt,cabrera,sta
82.txt,cabrera,government
82.txt,cabrera,cabreras
82.txt,cabrera,sanjaya   bahel
82.txt,cabrera,bahel
82.txt,cabrera,time
82.txt,cabrera,bahels
82.txt,cabrera,complete
82.txt,cabrera,ba
82.txt,cabrera,jane redfern
82.txt,cabrera,walter cab
82.txt,cabrera,nishan kohli
82.txt,cabrera,kohli
82.txt,cabrera,ma terially
82.txt,cabrera,kohlis
82.txt,cabrera,further
82.txt,cabrera,cabrer
82.txt,cabrera,hence
82.txt,cabrera,fu
82.txt,cabrera,therefore
82.txt,cabrera,again
82.txt,cabrera,toshiba
82.txt,cabrera,model
82.txt,cabrera,la cresta
82.txt,cabrera,nevertheless
82.txt,cabrera,however   la cresta
82.txt,cabrera,la
82.txt,cabrera,email
82.txt,cabrera,lacresta
82.txt,cabrera,danoffice
82.txt,cabrera,ca
82.txt,sta,government
82.txt,sta,cabreras
82.txt,sta,sanjaya   bahel
82.txt,sta,bahel
82.txt,sta,time
82.txt,sta,bahels
82.txt,sta,complete
82.txt,sta,ba
82.txt,sta,jane redfern
82.txt,sta,walter cab
82.txt,sta,nishan kohli
82.txt,sta,kohli
82.txt,sta,ma terially
82.txt,sta,kohlis
82.txt,sta,further
82.txt,sta,cabrer
82.txt,sta,hence
82.txt,sta,fu
82.txt,sta,therefore
82.txt,sta,again
82.txt,sta,toshiba
82.txt,sta,model
82.txt,sta,la cresta
82.txt,sta,nevertheless
82.txt,sta,however   la cresta
82.txt,sta,la
82.txt,sta,email
82.txt,sta,lacresta
82.txt,sta,danoffice
82.txt,sta,ca
82.txt,government,cabreras
82.txt,government,sanjaya   bahel
82.txt,government,bahel
82.txt,government,time
82.txt,government,bahels
82.txt,government,complete
82.txt,government,ba
82.txt,government,jane redfern
82.txt,government,walter cab
82.txt,government,nishan kohli
82.txt,government,kohli
82.txt,government,ma terially
82.txt,government,kohlis
82.txt,government,further
82.txt,government,cabrer
82.txt,government,hence
82.txt,government,fu
82.txt,government,therefore
82.txt,government,again
82.txt,government,toshiba
82.txt,government,model
82.txt,government,la cresta
82.txt,government,nevertheless
82.txt,government,however   la cresta
82.txt,government,la
82.txt,government,email
82.txt,government,lacresta
82.txt,government,danoffice
82.txt,government,ca
82.txt,cabreras,sanjaya   bahel
82.txt,cabreras,bahel
82.txt,cabreras,time
82.txt,cabreras,bahels
82.txt,cabreras,complete
82.txt,cabreras,ba
82.txt,cabreras,jane redfern
82.txt,cabreras,walter cab
82.txt,cabreras,nishan kohli
82.txt,cabreras,kohli
82.txt,cabreras,ma terially
82.txt,cabreras,kohlis
82.txt,cabreras,further
82.txt,cabreras,cabrer
82.txt,cabreras,hence
82.txt,cabreras,fu
82.txt,cabreras,therefore
82.txt,cabreras,again
82.txt,cabreras,toshiba
82.txt,cabreras,model
82.txt,cabreras,la cresta
82.txt,cabreras,nevertheless
82.txt,cabreras,however   la cresta
82.txt,cabreras,la
82.txt,cabreras,email
82.txt,cabreras,lacresta
82.txt,cabreras,danoffice
82.txt,cabreras,ca
82.txt,sanjaya   bahel,bahel
82.txt,sanjaya   bahel,time
82.txt,sanjaya   bahel,bahels
82.txt,sanjaya   bahel,complete
82.txt,sanjaya   bahel,ba
82.txt,sanjaya   bahel,jane redfern
82.txt,sanjaya   bahel,walter cab
82.txt,sanjaya   bahel,nishan kohli
82.txt,sanjaya   bahel,kohli
82.txt,sanjaya   bahel,ma terially
82.txt,sanjaya   bahel,kohlis
82.txt,sanjaya   bahel,further
82.txt,sanjaya   bahel,cabrer
82.txt,sanjaya   bahel,hence
82.txt,sanjaya   bahel,fu
82.txt,sanjaya   bahel,therefore
82.txt,sanjaya   bahel,again
82.txt,sanjaya   bahel,toshiba
82.txt,sanjaya   bahel,model
82.txt,sanjaya   bahel,la cresta
82.txt,sanjaya   bahel,nevertheless
82.txt,sanjaya   bahel,however   la cresta
82.txt,sanjaya   bahel,la
82.txt,sanjaya   bahel,email
82.txt,sanjaya   bahel,lacresta
82.txt,sanjaya   bahel,danoffice
82.txt,sanjaya   bahel,ca
82.txt,bahel,time
82.txt,bahel,bahels
82.txt,bahel,complete
82.txt,bahel,ba
82.txt,bahel,jane redfern
82.txt,bahel,walter cab
82.txt,bahel,nishan kohli
82.txt,bahel,kohli
82.txt,bahel,ma terially
82.txt,bahel,kohlis
82.txt,bahel,further
82.txt,bahel,cabrer
82.txt,bahel,hence
82.txt,bahel,fu
82.txt,bahel,therefore
82.txt,bahel,again
82.txt,bahel,toshiba
82.txt,bahel,model
82.txt,bahel,la cresta
82.txt,bahel,nevertheless
82.txt,bahel,however   la cresta
82.txt,bahel,la
82.txt,bahel,email
82.txt,bahel,lacresta
82.txt,bahel,danoffice
82.txt,bahel,ca
82.txt,time,bahels
82.txt,time,complete
82.txt,time,ba
82.txt,time,jane redfern
82.txt,time,walter cab
82.txt,time,nishan kohli
82.txt,time,kohli
82.txt,time,ma terially
82.txt,time,kohlis
82.txt,time,further
82.txt,time,cabrer
82.txt,time,hence
82.txt,time,fu
82.txt,time,therefore
82.txt,time,again
82.txt,time,toshiba
82.txt,time,model
82.txt,time,la cresta
82.txt,time,nevertheless
82.txt,time,however   la cresta
82.txt,time,la
82.txt,time,email
82.txt,time,lacresta
82.txt,time,danoffice
82.txt,time,ca
82.txt,bahels,complete
82.txt,bahels,ba
82.txt,bahels,jane redfern
82.txt,bahels,walter cab
82.txt,bahels,nishan kohli
82.txt,bahels,kohli
82.txt,bahels,ma terially
82.txt,bahels,kohlis
82.txt,bahels,further
82.txt,bahels,cabrer
82.txt,bahels,hence
82.txt,bahels,fu
82.txt,bahels,therefore
82.txt,bahels,again
82.txt,bahels,toshiba
82.txt,bahels,model
82.txt,bahels,la cresta
82.txt,bahels,nevertheless
82.txt,bahels,however   la cresta
82.txt,bahels,la
82.txt,bahels,email
82.txt,bahels,lacresta
82.txt,bahels,danoffice
82.txt,bahels,ca
82.txt,complete,ba
82.txt,complete,jane redfern
82.txt,complete,walter cab
82.txt,complete,nishan kohli
82.txt,complete,kohli
82.txt,complete,ma terially
82.txt,complete,kohlis
82.txt,complete,further
82.txt,complete,cabrer
82.txt,complete,hence
82.txt,complete,fu
82.txt,complete,therefore
82.txt,complete,again
82.txt,complete,toshiba
82.txt,complete,model
82.txt,complete,la cresta
82.txt,complete,nevertheless
82.txt,complete,however   la cresta
82.txt,complete,la
82.txt,complete,email
82.txt,complete,lacresta
82.txt,complete,danoffice
82.txt,complete,ca
82.txt,ba,jane redfern
82.txt,ba,walter cab
82.txt,ba,nishan kohli
82.txt,ba,kohli
82.txt,ba,ma terially
82.txt,ba,kohlis
82.txt,ba,further
82.txt,ba,cabrer
82.txt,ba,hence
82.txt,ba,fu
82.txt,ba,therefore
82.txt,ba,again
82.txt,ba,toshiba
82.txt,ba,model
82.txt,ba,la cresta
82.txt,ba,nevertheless
82.txt,ba,however   la cresta
82.txt,ba,la
82.txt,ba,email
82.txt,ba,lacresta
82.txt,ba,danoffice
82.txt,ba,ca
82.txt,jane redfern,walter cab
82.txt,jane redfern,nishan kohli
82.txt,jane redfern,kohli
82.txt,jane redfern,ma terially
82.txt,jane redfern,kohlis
82.txt,jane redfern,further
82.txt,jane redfern,cabrer
82.txt,jane redfern,hence
82.txt,jane redfern,fu
82.txt,jane redfern,therefore
82.txt,jane redfern,again
82.txt,jane redfern,toshiba
82.txt,jane redfern,model
82.txt,jane redfern,la cresta
82.txt,jane redfern,nevertheless
82.txt,jane redfern,however   la cresta
82.txt,jane redfern,la
82.txt,jane redfern,email
82.txt,jane redfern,lacresta
82.txt,jane redfern,danoffice
82.txt,jane redfern,ca
82.txt,walter cab,nishan kohli
82.txt,walter cab,kohli
82.txt,walter cab,ma terially
82.txt,walter cab,kohlis
82.txt,walter cab,further
82.txt,walter cab,cabrer
82.txt,walter cab,hence
82.txt,walter cab,fu
82.txt,walter cab,therefore
82.txt,walter cab,again
82.txt,walter cab,toshiba
82.txt,walter cab,model
82.txt,walter cab,la cresta
82.txt,walter cab,nevertheless
82.txt,walter cab,however   la cresta
82.txt,walter cab,la
82.txt,walter cab,email
82.txt,walter cab,lacresta
82.txt,walter cab,danoffice
82.txt,walter cab,ca
82.txt,nishan kohli,kohli
82.txt,nishan kohli,ma terially
82.txt,nishan kohli,kohlis
82.txt,nishan kohli,further
82.txt,nishan kohli,cabrer
82.txt,nishan kohli,hence
82.txt,nishan kohli,fu
82.txt,nishan kohli,therefore
82.txt,nishan kohli,again
82.txt,nishan kohli,toshiba
82.txt,nishan kohli,model
82.txt,nishan kohli,la cresta
82.txt,nishan kohli,nevertheless
82.txt,nishan kohli,however   la cresta
82.txt,nishan kohli,la
82.txt,nishan kohli,email
82.txt,nishan kohli,lacresta
82.txt,nishan kohli,danoffice
82.txt,nishan kohli,ca
82.txt,kohli,ma terially
82.txt,kohli,kohlis
82.txt,kohli,further
82.txt,kohli,cabrer
82.txt,kohli,hence
82.txt,kohli,fu
82.txt,kohli,therefore
82.txt,kohli,again
82.txt,kohli,toshiba
82.txt,kohli,model
82.txt,kohli,la cresta
82.txt,kohli,nevertheless
82.txt,kohli,however   la cresta
82.txt,kohli,la
82.txt,kohli,email
82.txt,kohli,lacresta
82.txt,kohli,danoffice
82.txt,kohli,ca
82.txt,ma terially,kohlis
82.txt,ma terially,further
82.txt,ma terially,cabrer
82.txt,ma terially,hence
82.txt,ma terially,fu
82.txt,ma terially,therefore
82.txt,ma terially,again
82.txt,ma terially,toshiba
82.txt,ma terially,model
82.txt,ma terially,la cresta
82.txt,ma terially,nevertheless
82.txt,ma terially,however   la cresta
82.txt,ma terially,la
82.txt,ma terially,email
82.txt,ma terially,lacresta
82.txt,ma terially,danoffice
82.txt,ma terially,ca
82.txt,kohlis,further
82.txt,kohlis,cabrer
82.txt,kohlis,hence
82.txt,kohlis,fu
82.txt,kohlis,therefore
82.txt,kohlis,again
82.txt,kohlis,toshiba
82.txt,kohlis,model
82.txt,kohlis,la cresta
82.txt,kohlis,nevertheless
82.txt,kohlis,however   la cresta
82.txt,kohlis,la
82.txt,kohlis,email
82.txt,kohlis,lacresta
82.txt,kohlis,danoffice
82.txt,kohlis,ca
82.txt,further,cabrer
82.txt,further,hence
82.txt,further,fu
82.txt,further,therefore
82.txt,further,again
82.txt,further,toshiba
82.txt,further,model
82.txt,further,la cresta
82.txt,further,nevertheless
82.txt,further,however   la cresta
82.txt,further,la
82.txt,further,email
82.txt,further,lacresta
82.txt,further,danoffice
82.txt,further,ca
82.txt,cabrer,hence
82.txt,cabrer,fu
82.txt,cabrer,therefore
82.txt,cabrer,again
82.txt,cabrer,toshiba
82.txt,cabrer,model
82.txt,cabrer,la cresta
82.txt,cabrer,nevertheless
82.txt,cabrer,however   la cresta
82.txt,cabrer,la
82.txt,cabrer,email
82.txt,cabrer,lacresta
82.txt,cabrer,danoffice
82.txt,cabrer,ca
82.txt,hence,fu
82.txt,hence,therefore
82.txt,hence,again
82.txt,hence,toshiba
82.txt,hence,model
82.txt,hence,la cresta
82.txt,hence,nevertheless
82.txt,hence,however   la cresta
82.txt,hence,la
82.txt,hence,email
82.txt,hence,lacresta
82.txt,hence,danoffice
82.txt,hence,ca
82.txt,fu,therefore
82.txt,fu,again
82.txt,fu,toshiba
82.txt,fu,model
82.txt,fu,la cresta
82.txt,fu,nevertheless
82.txt,fu,however   la cresta
82.txt,fu,la
82.txt,fu,email
82.txt,fu,lacresta
82.txt,fu,danoffice
82.txt,fu,ca
82.txt,therefore,again
82.txt,therefore,toshiba
82.txt,therefore,model
82.txt,therefore,la cresta
82.txt,therefore,nevertheless
82.txt,therefore,however   la cresta
82.txt,therefore,la
82.txt,therefore,email
82.txt,therefore,lacresta
82.txt,therefore,danoffice
82.txt,therefore,ca
82.txt,again,toshiba
82.txt,again,model
82.txt,again,la cresta
82.txt,again,nevertheless
82.txt,again,however   la cresta
82.txt,again,la
82.txt,again,email
82.txt,again,lacresta
82.txt,again,danoffice
82.txt,again,ca
82.txt,toshiba,model
82.txt,toshiba,la cresta
82.txt,toshiba,nevertheless
82.txt,toshiba,however   la cresta
82.txt,toshiba,la
82.txt,toshiba,email
82.txt,toshiba,lacresta
82.txt,toshiba,danoffice
82.txt,toshiba,ca
82.txt,model,la cresta
82.txt,model,nevertheless
82.txt,model,however   la cresta
82.txt,model,la
82.txt,model,email
82.txt,model,lacresta
82.txt,model,danoffice
82.txt,model,ca
82.txt,la cresta,nevertheless
82.txt,la cresta,however   la cresta
82.txt,la cresta,la
82.txt,la cresta,email
82.txt,la cresta,lacresta
82.txt,la cresta,danoffice
82.txt,la cresta,ca
82.txt,nevertheless,however   la cresta
82.txt,nevertheless,la
82.txt,nevertheless,email
82.txt,nevertheless,lacresta
82.txt,nevertheless,danoffice
82.txt,nevertheless,ca
82.txt,however   la cresta,la
82.txt,however   la cresta,email
82.txt,however   la cresta,lacresta
82.txt,however   la cresta,danoffice
82.txt,however   la cresta,ca
82.txt,la,email
82.txt,la,lacresta
82.txt,la,danoffice
82.txt,la,ca
82.txt,email,lacresta
82.txt,email,danoffice
82.txt,email,ca
82.txt,lacresta,danoffice
82.txt,lacresta,ca
82.txt,danoffice,ca
89.txt,pierre vimont,nicolas
89.txt,pierre vimont,jean  david levitte
89.txt,pierre vimont,sarkozy
89.txt,pierre vimont,barack obama
89.txt,pierre vimont,afghanistan
89.txt,pierre vimont,pernod ricard description   keywords
89.txt,pierre vimont,space corporation
89.txt,pierre vimont,french us
89.txt,pierre vimont,french
89.txt,pierre vimont,march
89.txt,pierre vimont,vimont
89.txt,pierre vimont,jeandavid
89.txt,pierre vimont,levitte
89.txt,pierre vimont,afghanistan    levitte
89.txt,pierre vimont,pernod
89.txt,pierre vimont,process
89.txt,nicolas,jean  david levitte
89.txt,nicolas,sarkozy
89.txt,nicolas,barack obama
89.txt,nicolas,afghanistan
89.txt,nicolas,pernod ricard description   keywords
89.txt,nicolas,space corporation
89.txt,nicolas,french us
89.txt,nicolas,french
89.txt,nicolas,march
89.txt,nicolas,vimont
89.txt,nicolas,jeandavid
89.txt,nicolas,levitte
89.txt,nicolas,afghanistan    levitte
89.txt,nicolas,pernod
89.txt,nicolas,process
89.txt,jean  david levitte,sarkozy
89.txt,jean  david levitte,barack obama
89.txt,jean  david levitte,afghanistan
89.txt,jean  david levitte,pernod ricard description   keywords
89.txt,jean  david levitte,space corporation
89.txt,jean  david levitte,french us
89.txt,jean  david levitte,french
89.txt,jean  david levitte,march
89.txt,jean  david levitte,vimont
89.txt,jean  david levitte,jeandavid
89.txt,jean  david levitte,levitte
89.txt,jean  david levitte,afghanistan    levitte
89.txt,jean  david levitte,pernod
89.txt,jean  david levitte,process
89.txt,sarkozy,barack obama
89.txt,sarkozy,afghanistan
89.txt,sarkozy,pernod ricard description   keywords
89.txt,sarkozy,space corporation
89.txt,sarkozy,french us
89.txt,sarkozy,french
89.txt,sarkozy,march
89.txt,sarkozy,vimont
89.txt,sarkozy,jeandavid
89.txt,sarkozy,levitte
89.txt,sarkozy,afghanistan    levitte
89.txt,sarkozy,pernod
89.txt,sarkozy,process
89.txt,barack obama,afghanistan
89.txt,barack obama,pernod ricard description   keywords
89.txt,barack obama,space corporation
89.txt,barack obama,french us
89.txt,barack obama,french
89.txt,barack obama,march
89.txt,barack obama,vimont
89.txt,barack obama,jeandavid
89.txt,barack obama,levitte
89.txt,barack obama,afghanistan    levitte
89.txt,barack obama,pernod
89.txt,barack obama,process
89.txt,afghanistan,pernod ricard description   keywords
89.txt,afghanistan,space corporation
89.txt,afghanistan,french us
89.txt,afghanistan,french
89.txt,afghanistan,march
89.txt,afghanistan,vimont
89.txt,afghanistan,jeandavid
89.txt,afghanistan,levitte
89.txt,afghanistan,afghanistan    levitte
89.txt,afghanistan,pernod
89.txt,afghanistan,process
89.txt,pernod ricard description   keywords,space corporation
89.txt,pernod ricard description   keywords,french us
89.txt,pernod ricard description   keywords,french
89.txt,pernod ricard description   keywords,march
89.txt,pernod ricard description   keywords,vimont
89.txt,pernod ricard description   keywords,jeandavid
89.txt,pernod ricard description   keywords,levitte
89.txt,pernod ricard description   keywords,afghanistan    levitte
89.txt,pernod ricard description   keywords,pernod
89.txt,pernod ricard description   keywords,process
89.txt,space corporation,french us
89.txt,space corporation,french
89.txt,space corporation,march
89.txt,space corporation,vimont
89.txt,space corporation,jeandavid
89.txt,space corporation,levitte
89.txt,space corporation,afghanistan    levitte
89.txt,space corporation,pernod
89.txt,space corporation,process
89.txt,french us,french
89.txt,french us,march
89.txt,french us,vimont
89.txt,french us,jeandavid
89.txt,french us,levitte
89.txt,french us,afghanistan    levitte
89.txt,french us,pernod
89.txt,french us,process
89.txt,french,march
89.txt,french,vimont
89.txt,french,jeandavid
89.txt,french,levitte
89.txt,french,afghanistan    levitte
89.txt,french,pernod
89.txt,french,process
89.txt,march,vimont
89.txt,march,jeandavid
89.txt,march,levitte
89.txt,march,afghanistan    levitte
89.txt,march,pernod
89.txt,march,process
89.txt,vimont,jeandavid
89.txt,vimont,levitte
89.txt,vimont,afghanistan    levitte
89.txt,vimont,pernod
89.txt,vimont,process
89.txt,jeandavid,levitte
89.txt,jeandavid,afghanistan    levitte
89.txt,jeandavid,pernod
89.txt,jeandavid,process
89.txt,levitte,afghanistan    levitte
89.txt,levitte,pernod
89.txt,levitte,process
89.txt,afghanistan    levitte,pernod
89.txt,afghanistan    levitte,process
89.txt,pernod,process
9.txt,i introduction,ko
91.txt,jean  david levitte,levitte
91.txt,jean  david levitte,description   keywords
91.txt,jean  david levitte,off saddam hussein   restraint
91.txt,jean  david levitte,jean   david
91.txt,levitte,description   keywords
91.txt,levitte,off saddam hussein   restraint
91.txt,levitte,jean   david
91.txt,description   keywords,off saddam hussein   restraint
91.txt,description   keywords,jean   david
91.txt,off saddam hussein   restraint,jean   david
